Destination,Year,Sector,Value
Total,2007,"Wood and Paper Products, and Printing",1290
Total,2008,"Wood and Paper Products, and Printing",1275
Total,2009,"Wood and Paper Products, and Printing",1310
Total,2010,"Wood and Paper Products, and Printing",1395
Total,2011,"Wood and Paper Products, and Printing",1310
Total,2012,"Wood and Paper Products, and Printing",1290
Total,2013,"Wood and Paper Products, and Printing",1290
Total,2014,"Wood and Paper Products, and Printing",1230
Total,2015,"Wood and Paper Products, and Printing",1325
Total,2016,"Wood and Paper Products, and Printing",1215
Total,2017,"Wood and Paper Products, and Printing",1035
Total,2018,"Wood and Paper Products, and Printing",1195
