FeatureCode,DateCode,Measurement,Units,Value,Population Projection Variant,Age,Sex
S92000003,2029,Count,People,195946,EU migration 50%,35-39 years,Female
S92000003,2029,Count,People,159897,EU migration 50%,70-74 years,Female
S92000003,2029,Count,People,128080,EU migration 50%,75-79 years,Female
S92000003,2029,Count,People,194671,EU migration 50%,35-39 years,Male
S92000003,2029,Count,People,158883,EU migration 50%,25-29 years,Male
S92000003,2029,Count,People,189837,EU migration 50%,40-44 years,Female
S92000003,2033,Count,People,128820,EU migration 50%,10-14 years,Female
S92000003,2033,Count,People,126726,EU migration 50%,0-4 years,Male
S92000003,2032,Count,People,135279,EU migration 50%,75-79 years,Female
S92000003,2033,Count,People,120711,EU migration 50%,0-4 years,Female
S92000003,2032,Count,People,20629,EU migration 50%,90 years and over,Male
S92000003,2032,Count,People,35790,EU migration 50%,90 years and over,Female
S92000003,2032,Count,People,48554,EU migration 50%,85-89 years,Male
S92000003,2032,Count,People,105354,EU migration 50%,80-84 years,Female
S92000003,2032,Count,People,67065,EU migration 50%,85-89 years,Female
S92000003,2029,Count,People,127151,EU migration 50%,5-9 years,Female
S92000003,2029,Count,People,170934,EU migration 50%,45-49 years,Male
S92000003,2032,Count,People,153368,EU migration 50%,70-74 years,Male
S92000003,2032,Count,People,115931,EU migration 50%,75-79 years,Male
S92000003,2032,Count,People,84947,EU migration 50%,80-84 years,Male
S92000003,2028,Count,People,171884,EU migration 50%,65-69 years,Male
S92000003,2028,Count,People,175351,EU migration 50%,55-59 years,Male
S92000003,2028,Count,People,187435,EU migration 50%,65-69 years,Female
S92000003,2028,Count,People,155464,EU migration 50%,70-74 years,Female
S92000003,2028,Count,People,202737,EU migration 50%,60-64 years,Female
S92000003,2028,Count,People,101927,EU migration 50%,80-84 years,Female
S92000003,2028,Count,People,186255,EU migration 50%,60-64 years,Male
S92000003,2029,Count,People,153597,EU migration 50%,25-29 years,Female
S92000003,2029,Count,People,165020,EU migration 50%,20-24 years,Male
S92000003,2028,Count,People,34069,EU migration 50%,90 years and over,Female
S92000003,2029,Count,People,162205,EU migration 50%,20-24 years,Female
S92000003,2029,Count,People,157605,EU migration 50%,15-19 years,Male
S92000003,2029,Count,People,150401,EU migration 50%,15-19 years,Female
S92000003,2029,Count,People,143719,EU migration 50%,10-14 years,Male
S92000003,2029,Count,People,201070,EU migration 50%,60-64 years,Female
S92000003,2029,Count,People,169641,EU migration 50%,55-59 years,Male
S92000003,2029,Count,People,191043,EU migration 50%,65-69 years,Female
S92000003,2029,Count,People,183804,EU migration 50%,55-59 years,Female
S92000003,2029,Count,People,84189,EU migration 50%,80-84 years,Male
S92000003,2029,Count,People,104849,EU migration 50%,80-84 years,Female
S92000003,2029,Count,People,110011,EU migration 50%,75-79 years,Male
S92000003,2028,Count,People,139056,EU migration 50%,70-74 years,Male
S92000003,2028,Count,People,110002,EU migration 50%,75-79 years,Male
S92000003,2028,Count,People,57475,EU migration 50%,85-89 years,Female
S92000003,2028,Count,People,81563,EU migration 50%,80-84 years,Male
S92000003,2029,Count,People,184479,EU migration 50%,60-64 years,Male
S92000003,2029,Count,People,174536,EU migration 50%,65-69 years,Male
S92000003,2028,Count,People,128100,EU migration 50%,75-79 years,Female
S92000003,2025,Count,People,154891,EU migration 50%,80-84 years,All
S92000003,2025,Count,People,92588,EU migration 50%,85-89 years,All
S92000003,2025,Count,People,275597,EU migration 50%,70-74 years,All
S92000003,2025,Count,People,246234,EU migration 50%,75-79 years,All
S92000003,2026,Count,People,254823,EU migration 50%,0-4 years,All
S92000003,2026,Count,People,296158,EU migration 50%,10-14 years,All
S92000003,2025,Count,People,49062,EU migration 50%,90 years and over,All
S92000003,2025,Count,People,270436,EU migration 50%,5-9 years,All
S92000003,2025,Count,People,346996,EU migration 50%,50-54 years,All
S92000003,2025,Count,People,355947,EU migration 50%,40-44 years,All
S92000003,2025,Count,People,323021,EU migration 50%,45-49 years,All
S92000003,2025,Count,People,389075,EU migration 50%,60-64 years,All
S92000003,2025,Count,People,336043,EU migration 50%,65-69 years,All
S92000003,2025,Count,People,387475,EU migration 50%,55-59 years,All
S92000003,2026,Count,People,383814,EU migration 50%,55-59 years,All
S92000003,2026,Count,People,390567,EU migration 50%,60-64 years,All
S92000003,2026,Count,People,265738,EU migration 50%,5-9 years,All
S92000003,2026,Count,People,334525,EU migration 50%,50-54 years,All
S92000003,2026,Count,People,280261,EU migration 50%,70-74 years,All
S92000003,2026,Count,People,249861,EU migration 50%,75-79 years,All
S92000003,2026,Count,People,343891,EU migration 50%,65-69 years,All
S92000003,2026,Count,People,338086,EU migration 50%,25-29 years,All
S92000003,2026,Count,People,374901,EU migration 50%,30-34 years,All
S92000003,2026,Count,People,308593,EU migration 50%,15-19 years,All
S92000003,2026,Count,People,307501,EU migration 50%,20-24 years,All
S92000003,2026,Count,People,358563,EU migration 50%,40-44 years,All
S92000003,2026,Count,People,329529,EU migration 50%,45-49 years,All
S92000003,2026,Count,People,385192,EU migration 50%,35-39 years,All
S92000003,2024,Count,People,352777,EU migration 50%,40-44 years,All
S92000003,2024,Count,People,318224,EU migration 50%,45-49 years,All
S92000003,2024,Count,People,386272,EU migration 50%,30-34 years,All
S92000003,2024,Count,People,372670,EU migration 50%,35-39 years,All
S92000003,2024,Count,People,358118,EU migration 50%,50-54 years,All
S92000003,2024,Count,People,395092,EU migration 50%,55-59 years,All
S92000003,2024,Count,People,275733,EU migration 50%,5-9 years,All
S92000003,2024,Count,People,256513,EU migration 50%,0-4 years,All
S92000003,2024,Count,People,302613,EU migration 50%,10-14 years,All
S92000003,2023,Count,People,89775,EU migration 50%,85-89 years,All
S92000003,2023,Count,People,47008,EU migration 50%,90 years and over,All
S92000003,2024,Count,People,306709,EU migration 50%,20-24 years,All
S92000003,2024,Count,People,353182,EU migration 50%,25-29 years,All
S92000003,2024,Count,People,299345,EU migration 50%,15-19 years,All
S92000003,2025,Count,People,302739,EU migration 50%,15-19 years,All
S92000003,2025,Count,People,305800,EU migration 50%,20-24 years,All
S92000003,2025,Count,People,255673,EU migration 50%,0-4 years,All
S92000003,2025,Count,People,301303,EU migration 50%,10-14 years,All
S92000003,2025,Count,People,382331,EU migration 50%,30-34 years,All
S92000003,2025,Count,People,377753,EU migration 50%,35-39 years,All
S92000003,2025,Count,People,346420,EU migration 50%,25-29 years,All
S92000003,2024,Count,People,274066,EU migration 50%,70-74 years,All
S92000003,2024,Count,People,240168,EU migration 50%,75-79 years,All
S92000003,2024,Count,People,382479,EU migration 50%,60-64 years,All
S92000003,2024,Count,People,327955,EU migration 50%,65-69 years,All
S92000003,2024,Count,People,91444,EU migration 50%,85-89 years,All
S92000003,2024,Count,People,47903,EU migration 50%,90 years and over,All
S92000003,2024,Count,People,152278,EU migration 50%,80-84 years,All
S92000003,2028,Count,People,238102,EU migration 50%,75-79 years,All
S92000003,2028,Count,People,183490,EU migration 50%,80-84 years,All
S92000003,2028,Count,People,359319,EU migration 50%,65-69 years,All
S92000003,2028,Count,People,294520,EU migration 50%,70-74 years,All
S92000003,2028,Count,People,52682,EU migration 50%,90 years and over,All
S92000003,2029,Count,People,252066,EU migration 50%,0-4 years,All
S92000003,2028,Count,People,96192,EU migration 50%,85-89 years,All
S92000003,2028,Count,People,348612,EU migration 50%,45-49 years,All
S92000003,2028,Count,People,260899,EU migration 50%,5-9 years,All
S92000003,2028,Count,People,392061,EU migration 50%,35-39 years,All
S92000003,2028,Count,People,367283,EU migration 50%,40-44 years,All
S92000003,2028,Count,People,366386,EU migration 50%,55-59 years,All
S92000003,2028,Count,People,388992,EU migration 50%,60-64 years,All
S92000003,2028,Count,People,314363,EU migration 50%,50-54 years,All
S92000003,2029,Count,People,315754,EU migration 50%,50-54 years,All
S92000003,2029,Count,People,353445,EU migration 50%,55-59 years,All
S92000003,2029,Count,People,351782,EU migration 50%,45-49 years,All
S92000003,2029,Count,People,260710,EU migration 50%,5-9 years,All
S92000003,2029,Count,People,365579,EU migration 50%,65-69 years,All
S92000003,2029,Count,People,302344,EU migration 50%,70-74 years,All
S92000003,2029,Count,People,385549,EU migration 50%,60-64 years,All
S92000003,2029,Count,People,327225,EU migration 50%,20-24 years,All
S92000003,2029,Count,People,312480,EU migration 50%,25-29 years,All
S92000003,2029,Count,People,279147,EU migration 50%,10-14 years,All
S92000003,2029,Count,People,308006,EU migration 50%,15-19 years,All
S92000003,2029,Count,People,390617,EU migration 50%,35-39 years,All
S92000003,2029,Count,People,373975,EU migration 50%,40-44 years,All
S92000003,2029,Count,People,357607,EU migration 50%,30-34 years,All
S92000003,2027,Count,People,392012,EU migration 50%,35-39 years,All
S92000003,2027,Count,People,361267,EU migration 50%,40-44 years,All
S92000003,2027,Count,People,327323,EU migration 50%,25-29 years,All
S92000003,2027,Count,People,367278,EU migration 50%,30-34 years,All
S92000003,2027,Count,People,262751,EU migration 50%,5-9 years,All
S92000003,2027,Count,People,321776,EU migration 50%,50-54 years,All
S92000003,2027,Count,People,340002,EU migration 50%,45-49 years,All
S92000003,2026,Count,People,50226,EU migration 50%,90 years and over,All
S92000003,2027,Count,People,254011,EU migration 50%,0-4 years,All
S92000003,2026,Count,People,159868,EU migration 50%,80-84 years,All
S92000003,2026,Count,People,92554,EU migration 50%,85-89 years,All
S92000003,2027,Count,People,311463,EU migration 50%,15-19 years,All
S92000003,2027,Count,People,313016,EU migration 50%,20-24 years,All
S92000003,2027,Count,People,290697,EU migration 50%,10-14 years,All
S92000003,2028,Count,People,285300,EU migration 50%,10-14 years,All
S92000003,2028,Count,People,310465,EU migration 50%,15-19 years,All
S92000003,2027,Count,People,51367,EU migration 50%,90 years and over,All
S92000003,2028,Count,People,253126,EU migration 50%,0-4 years,All
S92000003,2028,Count,People,318672,EU migration 50%,25-29 years,All
S92000003,2028,Count,People,362049,EU migration 50%,30-34 years,All
S92000003,2028,Count,People,320770,EU migration 50%,20-24 years,All
S92000003,2027,Count,People,351606,EU migration 50%,65-69 years,All
S92000003,2027,Count,People,287354,EU migration 50%,70-74 years,All
S92000003,2027,Count,People,376801,EU migration 50%,55-59 years,All
S92000003,2027,Count,People,390946,EU migration 50%,60-64 years,All
S92000003,2027,Count,People,175046,EU migration 50%,80-84 years,All
S92000003,2027,Count,People,93733,EU migration 50%,85-89 years,All
S92000003,2027,Count,People,240843,EU migration 50%,75-79 years,All
S92000003,2018,Count,People,270965,EU migration 50%,70-74 years,All
S92000003,2018,Count,People,300413,EU migration 50%,65-69 years,All
S92000003,2018,Count,People,140258,EU migration 50%,80-84 years,All
S92000003,2018,Count,People,191102,EU migration 50%,75-79 years,All
S92000003,2018,Count,People,386660,EU migration 50%,55-59 years,All
S92000003,2018,Count,People,404687,EU migration 50%,50-54 years,All
S92000003,2018,Count,People,336306,EU migration 50%,60-64 years,All
S92000003,2019,Count,People,279220,EU migration 50%,15-19 years,All
S92000003,2019,Count,People,294013,EU migration 50%,10-14 years,All
S92000003,2019,Count,People,381391,EU migration 50%,25-29 years,All
S92000003,2019,Count,People,347086,EU migration 50%,20-24 years,All
S92000003,2018,Count,People,41927,EU migration 50%,90 years and over,All
S92000003,2018,Count,People,81449,EU migration 50%,85-89 years,All
S92000003,2019,Count,People,271104,EU migration 50%,0-4 years,All
S92000003,2018,Count,People,276862,EU migration 50%,0-4 years,All
S92000003,2020,Count,People,285464,EU migration 50%,70-74 years,All
S92000003,2018,Count,People,284564,EU migration 50%,15-19 years,All
S92000003,2018,Count,People,287790,EU migration 50%,10-14 years,All
S92000003,2020,Count,People,144156,EU migration 50%,80-84 years,All
S92000003,2020,Count,People,84926,EU migration 50%,85-89 years,All
S92000003,2020,Count,People,198846,EU migration 50%,75-79 years,All
S92000003,2018,Count,People,317522,EU migration 50%,40-44 years,All
S92000003,2018,Count,People,347997,EU migration 50%,35-39 years,All
S92000003,2018,Count,People,301089,EU migration 50%,5-9 years,All
S92000003,2018,Count,People,374287,EU migration 50%,45-49 years,All
S92000003,2018,Count,People,382340,EU migration 50%,25-29 years,All
S92000003,2018,Count,People,350624,EU migration 50%,20-24 years,All
S92000003,2018,Count,People,361258,EU migration 50%,30-34 years,All
S92000003,2020,Count,People,377901,EU migration 50%,25-29 years,All
S92000003,2020,Count,People,341208,EU migration 50%,20-24 years,All
S92000003,2020,Count,People,354667,EU migration 50%,35-39 years,All
S92000003,2020,Count,People,373587,EU migration 50%,30-34 years,All
S92000003,2020,Count,People,297512,EU migration 50%,10-14 years,All
S92000003,2020,Count,People,266143,EU migration 50%,0-4 years,All
S92000003,2020,Count,People,278873,EU migration 50%,15-19 years,All
S92000003,2020,Count,People,399503,EU migration 50%,55-59 years,All
S92000003,2020,Count,People,393036,EU migration 50%,50-54 years,All
S92000003,2020,Count,People,300612,EU migration 50%,65-69 years,All
S92000003,2020,Count,People,352757,EU migration 50%,60-64 years,All
S92000003,2020,Count,People,349838,EU migration 50%,45-49 years,All
S92000003,2020,Count,People,323971,EU migration 50%,40-44 years,All
S92000003,2020,Count,People,297758,EU migration 50%,5-9 years,All
S92000003,2019,Count,People,298847,EU migration 50%,5-9 years,All
S92000003,2019,Count,People,361023,EU migration 50%,45-49 years,All
S92000003,2019,Count,People,392928,EU migration 50%,55-59 years,All
S92000003,2019,Count,People,400869,EU migration 50%,50-54 years,All
S92000003,2019,Count,People,351323,EU migration 50%,35-39 years,All
S92000003,2019,Count,People,368238,EU migration 50%,30-34 years,All
S92000003,2019,Count,People,319064,EU migration 50%,40-44 years,All
S92000003,2019,Count,People,142767,EU migration 50%,80-84 years,All
S92000003,2019,Count,People,195897,EU migration 50%,75-79 years,All
S92000003,2019,Count,People,43094,EU migration 50%,90 years and over,All
S92000003,2019,Count,People,83123,EU migration 50%,85-89 years,All
S92000003,2019,Count,People,299381,EU migration 50%,65-69 years,All
S92000003,2019,Count,People,344543,EU migration 50%,60-64 years,All
S92000003,2019,Count,People,278533,EU migration 50%,70-74 years,All
S92000003,2022,Count,People,87706,EU migration 50%,85-89 years,All
S92000003,2022,Count,People,46234,EU migration 50%,90 years and over,All
S92000003,2022,Count,People,223334,EU migration 50%,75-79 years,All
